trait,avg_rating,rank,rating_sd,number_ratings,character
reasoned (not instinctual),78,76,25.4,270,Tyrion Lannister
gendered (not androgynous),78,737,26.9,123,Tyrion Lannister
contrarian (not yes-man),78,189,25.7,40,Tyrion Lannister
realistic (not fantastical),77.9,229,18.6,38,Tyrion Lannister
straight (not queer),77.7,541,27.6,163,Tyrion Lannister
exhibitionist (not bashful),77.7,209,25.4,36,Tyrion Lannister
logical (not emotional),77.6,176,22.1,278,Tyrion Lannister
assertive (not passive),77.4,556,22,267,Tyrion Lannister
deviant (not average),77.3,327,20.4,210,Tyrion Lannister
civilized (not barbaric),77.2,523,22.9,282,Tyrion Lannister
machiavellian (not transparent),77.2,203,25.7,42,Tyrion Lannister
multicolored (not monochrome),77.2,195,24.1,80,Tyrion Lannister
overspender (not penny-pincher),77.1,170,27.1,74,Tyrion Lannister
suspicious (not awkward),77,332,21.4,247,Tyrion Lannister
precise (not vague),77,347,24.3,203,Tyrion Lannister
pointed (not random),76.9,575,26.5,30,Tyrion Lannister
cosmopolitan (not provincial),76.9,157,27.7,261,Tyrion Lannister
sexual (not asexual),76.6,526,32,38,Tyrion Lannister
zany (not regular),76.5,297,21.4,50,Tyrion Lannister
child free (not pronatalist),76.4,271,28.3,228,Tyrion Lannister
heroic (not villainous),76.4,718,19.1,288,Tyrion Lannister
flexible (not rigid),76.2,110,22.6,284,Tyrion Lannister
decisive (not hesitant),76.1,549,22,261,Tyrion Lannister
resolute (not wavering),76,377,26.2,54,Tyrion Lannister
empath (not psychopath),75.9,475,24.6,29,Tyrion Lannister
main character (not side character),75.9,468,33,13,Tyrion Lannister
masculine (not feminine),75.8,621,18.8,276,Tyrion Lannister
go-getter (not slugabed),75.7,774,22.3,43,Tyrion Lannister
protagonist (not antagonist),75.7,626,26.6,43,Tyrion Lannister
kind (not cruel),75.6,720,18.5,299,Tyrion Lannister
cool (not dorky),75.5,331,28.9,57,Tyrion Lannister
🎨 (not 🏀),75.4,585,24.4,32,Tyrion Lannister
extrovert (not introvert),75.4,398,27,296,Tyrion Lannister
hipster (not basic),75.3,123,21.8,281,Tyrion Lannister
social (not reclusive),75.3,345,29.4,93,Tyrion Lannister
introspective (not not introspective),75.2,306,26.1,92,Tyrion Lannister
🙋‍♂️ (not 🙅‍♂️),75,220,26.5,44,Tyrion Lannister
spelunker (not claustrophobic),75,166,20.6,26,Tyrion Lannister
never cries (not often crying),75,411,21.8,32,Tyrion Lannister
bossy (not meek),74.9,687,21.3,296,Tyrion Lannister
mature (not juvenile),74.7,439,26,94,Tyrion Lannister
extravagant (not thrifty),74.7,337,26.4,40,Tyrion Lannister
celebrity (not boy/girl-next-door),74.7,264,26.2,43,Tyrion Lannister
📈 (not 📉),74.6,206,28.4,77,Tyrion Lannister
urban (not rural),74.5,491,28.3,94,Tyrion Lannister
tactful (not indiscreet),74.5,288,30.5,42,Tyrion Lannister
English (not German),74.4,694,28.8,54,Tyrion Lannister
down2earth (not head@clouds),74.4,309,26.1,294,Tyrion Lannister
thinker (not doer),74.2,103,32.8,31,Tyrion Lannister
ivory-tower (not blue-collar),74.1,260,27.8,246,Tyrion Lannister
flamboyant (not modest),74,352,26,282,Tyrion Lannister
comedic (not dramatic),74,115,24.6,36,Tyrion Lannister
diligent (not lazy),73.8,1209,25.3,271,Tyrion Lannister
coordinated (not clumsy),73.8,699,26,293,Tyrion Lannister
interested (not bored),73.8,509,28.2,38,Tyrion Lannister
realist (not idealist),73.7,242,28.9,92,Tyrion Lannister
charming (not trusting),73.6,296,27.6,266,Tyrion Lannister
sensible (not ludicrous),73.6,409,25.6,268,Tyrion Lannister
mighty (not puny),73.4,634,25.3,279,Tyrion Lannister
motivated (not unmotivated),73.1,1268,25.2,60,Tyrion Lannister
democratic (not authoritarian),73,261,26,253,Tyrion Lannister
queen (not princess),72.8,551,32.8,38,Tyrion Lannister
stoic (not hypochondriac),72.8,296,21.5,25,Tyrion Lannister
🎩 (not 🧢),72.6,492,31.5,52,Tyrion Lannister
bourgeoisie (not proletariat),72.6,326,27.9,232,Tyrion Lannister
rock (not rap),72.3,828,31.4,35,Tyrion Lannister
loud (not quiet),72.2,523,26.5,292,Tyrion Lannister
resistant (not resigned),72.2,565,26.9,277,Tyrion Lannister
equitable (not hypocritical),72.1,304,24.9,99,Tyrion Lannister
efficient (not overprepared),72.1,327,26,40,Tyrion Lannister
dominant (not submissive),72,745,23.3,291,Tyrion Lannister
high-tech (not low-tech),72,376,25,275,Tyrion Lannister
chill (not offended),72,175,26.5,43,Tyrion Lannister
sage (not whippersnapper),71.9,159,25.3,39,Tyrion Lannister
rational (not whimsical),71.9,486,27.1,260,Tyrion Lannister
confident (not insecure),71.9,707,25.9,292,Tyrion Lannister
leisurely (not hurried),71.9,174,24,271,Tyrion Lannister
scandalous (not proper),71.9,463,27.8,235,Tyrion Lannister
indie (not pop),71.8,465,26.8,42,Tyrion Lannister
not genocidal (not genocidal),71.8,826,29.6,46,Tyrion Lannister
loyal (not traitorous),71.7,1095,24.4,258,Tyrion Lannister
independent (not codependent),71.7,628,30.6,280,Tyrion Lannister
western (not eastern),71.7,284,30.1,57,Tyrion Lannister
proactive (not reactive),71.6,58,31.6,36,Tyrion Lannister
🚴 (not 🏋️‍♂️),71.5,688,22.5,45,Tyrion Lannister
gatherer (not hunter),71.5,353,27.8,31,Tyrion Lannister
overachiever (not underachiever),71.4,934,27,31,Tyrion Lannister
sarcastic (not genuine),71.1,402,27.8,282,Tyrion Lannister
punk rock (not preppy),71.1,379,26.6,37,Tyrion Lannister
varied (not repetitive),71.1,72,25.9,121,Tyrion Lannister
fast (not slow),70.9,736,25,316,Tyrion Lannister
edgy (not politically correct),70.8,497,29.5,290,Tyrion Lannister
disarming (not creepy),70.8,697,21.1,124,Tyrion Lannister
sad (not happy),70.7,481,22.6,278,Tyrion Lannister
sturdy (not flimsy),70.7,704,24,32,Tyrion Lannister
freak (not normie),70.7,417,24.9,34,Tyrion Lannister
highbrow (not lowbrow),70.6,428,29.4,275,Tyrion Lannister
stylish (not slovenly),70.6,634,27,231,Tyrion Lannister
attentive (not interrupting),70.6,378,28.1,42,Tyrion Lannister
deliberate (not spontaneous),70.5,660,29.1,264,Tyrion Lannister
sane (not crazy),70.5,351,27.8,63,Tyrion Lannister
reassuring (not fearmongering),70.5,480,26.3,54,Tyrion Lannister
metaphorical (not literal),70.4,111,26.7,269,Tyrion Lannister
wild (not tame),70.4,666,24.9,273,Tyrion Lannister
trolling (not triggered),70.3,142,26.5,37,Tyrion Lannister
quirky (not predictable),70.3,327,26.4,48,Tyrion Lannister
neurotypical (not autistic),70,734,27.4,236,Tyrion Lannister
cautious (not impulsive),69.9,406,27.7,283,Tyrion Lannister
freelance (not corporate),69.9,637,26.8,38,Tyrion Lannister
arrogant (not humble),69.8,594,26,253,Tyrion Lannister
earth (not air),69.7,450,31.4,27,Tyrion Lannister
gloomy (not sunny),69.6,541,21.1,34,Tyrion Lannister
analysis (not common sense),69.6,411,31.1,41,Tyrion Lannister
focused on the future (not focused on the present),69.5,204,27.6,274,Tyrion Lannister
gregarious (not private),69.5,295,29.5,221,Tyrion Lannister
generous (not stingy),69.5,617,27.4,44,Tyrion Lannister
jaded (not innocent),69.4,753,30.2,42,Tyrion Lannister
fire (not water),69.4,659,30.3,32,Tyrion Lannister
gamer (not non-gamer),69.3,258,32,43,Tyrion Lannister
enlightened (not lost),69.2,277,29.5,35,Tyrion Lannister
arcane (not mainstream),69.1,416,26.4,243,Tyrion Lannister
romantic (not dispassionate),69,767,27.1,34,Tyrion Lannister
industrial (not domestic),68.9,284,25.5,87,Tyrion Lannister
lenient (not strict),68.8,390,22.8,262,Tyrion Lannister
secretive (not open-book),68.8,712,30.2,55,Tyrion Lannister
bold (not serious),68.7,517,28.2,261,Tyrion Lannister
expressive (not monotone),68.7,672,28.8,48,Tyrion Lannister
hoarder (not unprepared),68.5,440,23.3,233,Tyrion Lannister
utilitarian (not decorative),68.5,580,31.2,106,Tyrion Lannister
demanding (not unchallenging),68.5,1052,30.8,27,Tyrion Lannister
exuberant (not subdued),68.1,564,29.8,40,Tyrion Lannister
scientific (not artistic),68.1,572,29.2,258,Tyrion Lannister
heathen (not devout),68,301,30,261,Tyrion Lannister
patient (not impatient),68,273,30.4,152,Tyrion Lannister
emancipated (not enslaved),67.9,697,26.7,261,Tyrion Lannister
vibrant (not geriatric),67.9,787,26.4,38,Tyrion Lannister
suspicious (not trusting),67.8,606,30.6,301,Tyrion Lannister
🥰 (not 🙃),67.3,438,32.1,78,Tyrion Lannister
French (not Russian),67.3,464,28.1,30,Tyrion Lannister
fast-talking (not slow-talking),67.1,687,29.5,36,Tyrion Lannister
frenzied (not sleepy),67,1028,25.3,42,Tyrion Lannister
summer (not winter),66.8,546,29.6,50,Tyrion Lannister
expressive (not stoic),66.6,682,29.9,257,Tyrion Lannister
backdoor (not official),66.5,539,30,259,Tyrion Lannister
literary (not mathematical),66.4,595,29.5,276,Tyrion Lannister
objective (not subjective),66.4,209,31.2,107,Tyrion Lannister
outsider (not insider),66.1,453,33.4,221,Tyrion Lannister
warm (not cold),66,677,23.8,259,Tyrion Lannister
nurturing (not poisonous),65.9,791,23.7,131,Tyrion Lannister
debased (not pure),65.5,511,27.3,255,Tyrion Lannister
chortling (not giggling),65.5,716,30.2,37,Tyrion Lannister
loveable (not punchable),65.3,788,28.5,35,Tyrion Lannister
moist (not dry),65.3,351,33.7,30,Tyrion Lannister
presidential (not folksy),65.1,628,28.5,26,Tyrion Lannister
ranged (not melee),64.8,339,30,33,Tyrion Lannister
reliable (not experimental),64.8,636,27.9,33,Tyrion Lannister
businesslike (not chivalrous),64.8,527,30.1,39,Tyrion Lannister
calm (not anxious),64.5,376,26.3,258,Tyrion Lannister
feisty (not gracious),64.5,941,29.3,238,Tyrion Lannister
tailor (not blacksmith),64.5,787,27.7,23,Tyrion Lannister
fixable (not unfixable),64.4,659,28.7,41,Tyrion Lannister
direct (not roundabout),64.3,965,32.2,275,Tyrion Lannister
avant-garde (not classical),64.3,365,28.9,94,Tyrion Lannister
thick-skinned (not sensitive),64.2,592,31.5,255,Tyrion Lannister
🥳 (not 🥴),64.1,312,36.8,43,Tyrion Lannister
permanent (not transient),63.9,560,33,116,Tyrion Lannister
miserable (not joyful),63.8,772,28.7,52,Tyrion Lannister
active (not slothful),63.4,1389,28.3,284,Tyrion Lannister
prideful (not envious),63.4,1115,29.7,49,Tyrion Lannister
playful (not serious),63.3,477,24.7,262,Tyrion Lannister
lewd (not tasteful),63.2,330,30.8,267,Tyrion Lannister
traumatized (not flourishing),63.2,890,31,39,Tyrion Lannister
methodical (not astonishing),63.1,774,32.9,261,Tyrion Lannister
paranoid (not naive),63.1,747,31.3,45,Tyrion Lannister
outlaw (not sheriff),62.9,725,29.1,267,Tyrion Lannister
pessimistic (not optimistic),62.8,581,29.2,268,Tyrion Lannister
pretentious (not unassuming),62.8,713,32.4,56,Tyrion Lannister
Coke (not Pepsi),62.8,283,33.9,36,Tyrion Lannister
wooden (not plastic),62.8,980,28.3,26,Tyrion Lannister
technophile (not luddite),62.5,465,29.5,234,Tyrion Lannister
work-first (not family-first),62.5,677,30.4,278,Tyrion Lannister
fresh (not stinky),62.5,1065,30.4,94,Tyrion Lannister
alpha (not beta),62.3,971,29.8,250,Tyrion Lannister
Swedish (not Italian),62.3,469,29.6,32,Tyrion Lannister
one-faced (not two-faced),62.2,1011,35.8,31,Tyrion Lannister
orange (not purple),62.1,470,32.2,211,Tyrion Lannister
goth (not flower child),61.8,426,27.3,33,Tyrion Lannister
🤣 (not 😊),61.5,438,35.7,63,Tyrion Lannister
modern (not historical),61.3,769,30.6,218,Tyrion Lannister
👻 (not 🤖),61.2,634,31.1,59,Tyrion Lannister
oxymoron (not tautology),61.2,470,28.3,33,Tyrion Lannister
refined (not rugged),61.1,840,28.4,278,Tyrion Lannister
vain (not demure),61,700,28.7,243,Tyrion Lannister
💝 (not 💔),61,683,35,68,Tyrion Lannister
chic (not cheesy),61,584,30.4,63,Tyrion Lannister
🤔 (not 🤫),60.8,715,35.3,54,Tyrion Lannister
self-disciplined (not disorganized),60.6,1200,31.1,251,Tyrion Lannister
plays hard (not works hard),60.5,410,26.1,239,Tyrion Lannister
guarded (not open),60.5,1234,32.5,247,Tyrion Lannister
armoured (not vulnerable),60.5,959,29.7,241,Tyrion Lannister
valedictorian (not drop out),60.4,1072,34.5,51,Tyrion Lannister
bitter (not sweet),60.1,703,27.6,245,Tyrion Lannister
👨‍⚕️ (not 👨‍🔧),60.1,755,35.6,63,Tyrion Lannister
perverted (not clean),60.1,447,32.2,28,Tyrion Lannister
sorrowful (not cheery),59.9,921,27.7,285,Tyrion Lannister
cunning (not honorable),59.9,566,31.2,288,Tyrion Lannister
consistent (not variable),59.9,873,30.6,39,Tyrion Lannister
intense (not lighthearted),59.9,1114,30.9,43,Tyrion Lannister
high standards (not desperate),59.9,923,26.2,38,Tyrion Lannister
theoretical (not empirical),59.8,223,32.5,262,Tyrion Lannister
accepting (not judgemental),59.8,683,32.7,220,Tyrion Lannister
concise (not long-winded),59.8,620,33.9,44,Tyrion Lannister
self-assured (not self-conscious),59.7,1096,32.2,249,Tyrion Lannister
specialist (not generalist),59.5,861,34.2,94,Tyrion Lannister
narcissistic (not low self esteem),59,899,33.9,40,Tyrion Lannister
glad (not mad),58.9,584,30.6,40,Tyrion Lannister
libertarian (not socialist),58.8,625,31.2,242,Tyrion Lannister
individualist (not communal),58.8,933,32.1,81,Tyrion Lannister
weird (not normal),58.7,950,28.8,294,Tyrion Lannister
compersive (not jealous),58.4,703,29.5,241,Tyrion Lannister
feminist (not sexist),58.4,1178,32.1,63,Tyrion Lannister
minimalist (not pack rat),58.4,767,31.2,43,Tyrion Lannister
😎 (not 🧐),58.3,840,39.9,60,Tyrion Lannister
mysterious (not unambiguous),58.1,681,30.8,248,Tyrion Lannister
factual (not exaggerating),57.9,777,32.3,41,Tyrion Lannister
🎃 (not 💀),57.9,663,32,26,Tyrion Lannister
dramatic (not no-nonsense),57.8,833,30.9,135,Tyrion Lannister
deep (not epic),57.8,609,34.5,30,Tyrion Lannister
studious (not goof-off),57.6,1213,34.1,64,Tyrion Lannister
oppressed (not privileged),57.6,500,27,33,Tyrion Lannister
😇 (not 😈),57.5,862,30.5,56,Tyrion Lannister
🤑 (not 🤠),57.1,596,34.1,61,Tyrion Lannister
lover (not fighter),57.1,781,30,38,Tyrion Lannister
abstract (not concrete),56.8,583,34.1,56,Tyrion Lannister
smooth (not rough),56.7,792,30.6,269,Tyrion Lannister
healthy (not sickly),56.7,1314,27.5,277,Tyrion Lannister
intimate (not formal),56.7,815,29.3,98,Tyrion Lannister
😀 (not 😭),56.7,732,34,57,Tyrion Lannister
vintage (not trendy),56.6,1269,34.5,28,Tyrion Lannister
🦄 (not 🐴),56.5,634,33.2,47,Tyrion Lannister
obsessed (not aloof),56.4,1189,28.6,246,Tyrion Lannister
quarrelsome (not warm),56.2,917,29.2,278,Tyrion Lannister
messy (not neat),56.2,611,29.8,171,Tyrion Lannister
🥵 (not 🥶),56.2,909,25.9,28,Tyrion Lannister
emotional (not unemotional),56.1,1307,33.6,28,Tyrion Lannister
touchy-feely (not distant),56.1,698,32.1,45,Tyrion Lannister
thick (not thin),55.9,586,28.6,181,Tyrion Lannister
scruffy (not manicured),55.9,633,30.6,280,Tyrion Lannister
chosen one (not everyman),55.8,937,28.1,47,Tyrion Lannister
👽 (not 🤡),55.6,912,32.2,52,Tyrion Lannister
practical (not imaginative),55.5,1125,32.2,263,Tyrion Lannister
philosophical (not real),55.5,412,32.1,194,Tyrion Lannister
insulting (not complimentary),55.5,739,30.4,94,Tyrion Lannister
🐒 (not 🐩),55.5,737,33.1,53,Tyrion Lannister
loose (not tight),55.5,526,31.7,30,Tyrion Lannister
🏌 (not 🤺),55.4,309,33.2,57,Tyrion Lannister
cannibal (not vegan),55.4,779,28.1,48,Tyrion Lannister
existentialist (not nihilist),55.3,1154,33.1,85,Tyrion Lannister
still (not twitchy),55.1,606,33.8,36,Tyrion Lannister
stubborn (not accommodating),55.1,1414,34.8,48,Tyrion Lannister
attractive (not repulsive),55,1441,27.2,266,Tyrion Lannister
pain-avoidant (not masochistic),55,765,32.1,34,Tyrion Lannister
🥾 (not 👟),54.9,827,36.2,47,Tyrion Lannister
ironic (not profound),54.9,831,33.6,35,Tyrion Lannister
old (not young),54.8,670,20.3,229,Tyrion Lannister
first-mate (not captain),54.8,893,36.4,277,Tyrion Lannister
metrosexual (not macho),54.7,1107,27.7,38,Tyrion Lannister
self-destructive (not self-improving),54.6,932,33.9,28,Tyrion Lannister
confidential (not gossiping),54.5,1270,32.8,297,Tyrion Lannister
entitled (not grateful),54.5,872,30,37,Tyrion Lannister
straightforward (not cryptic),54.4,1361,32.5,278,Tyrion Lannister
altruistic (not selfish),54.2,1072,27.6,289,Tyrion Lannister
circular (not linear),54.1,749,32.2,28,Tyrion Lannister
ugly (not beautiful),54,315,31,99,Tyrion Lannister
salacious (not wholesome),54,739,32.1,53,Tyrion Lannister
prestigious (not disreputable),53.9,1194,32,235,Tyrion Lannister
👩‍🎤 (not 👩‍🔬),53.9,940,33.8,58,Tyrion Lannister
bad-cook (not good-cook),53.9,870,27.6,27,Tyrion Lannister
competitive (not cooperative),53.6,1164,32.6,258,Tyrion Lannister
radical (not centrist),53.6,988,27.5,51,Tyrion Lannister
relaxed (not tense),53.5,375,28.4,303,Tyrion Lannister
🧙 (not 👨‍🚀),53.3,934,33.9,74,Tyrion Lannister
angelic (not demonic),53.2,1101,21.8,237,Tyrion Lannister
crafty (not scholarly),53.2,1135,33.4,258,Tyrion Lannister
🐿 (not 🦇),53.2,1074,32.6,54,Tyrion Lannister
factual (not poetic),53.1,1080,32.3,33,Tyrion Lannister
patriotic (not unpatriotic),53,1397,32.9,50,Tyrion Lannister
🐘 (not 🐀),53,881,36.6,80,Tyrion Lannister
hard (not soft),52.9,1035,26.9,102,Tyrion Lannister
giving (not receiving),52.9,1186,30.5,46,Tyrion Lannister
Greek (not Roman),52.8,718,35.4,37,Tyrion Lannister
always down (not picky),52.6,662,31.2,48,Tyrion Lannister
careful (not brave),52.4,599,32.1,248,Tyrion Lannister
scheduled (not spontaneous),52.4,1084,33.9,272,Tyrion Lannister
bright (not depressed),52.4,951,32.1,250,Tyrion Lannister
hard (not soft),52.3,1061,28,280,Tyrion Lannister
extreme (not moderate),52.3,1232,30.3,230,Tyrion Lannister
'left-brained' (not 'right-brained'),52.3,781,32.6,180,Tyrion Lannister
dog person (not cat person),52.3,950,36.8,44,Tyrion Lannister
anarchist (not statist),52.1,862,32.9,62,Tyrion Lannister
🛌 (not 🧗),51.8,642,35.8,80,Tyrion Lannister
natural-talent (not hard-work),51.8,618,35.8,40,Tyrion Lannister
pacifist (not ferocious),51.7,744,29.5,274,Tyrion Lannister
workaholic (not slacker),51.7,1508,28,99,Tyrion Lannister
tardy (not on-time),51.6,646,32.1,35,Tyrion Lannister
love-focused (not money-focused),51.5,1338,31.8,36,Tyrion Lannister
🐮 (not 🐷),51.4,1288,31,80,Tyrion Lannister
chaotic (not orderly),51.2,924,31.2,277,Tyrion Lannister
rude (not respectful),51.2,754,28.5,254,Tyrion Lannister
off-key (not musical),51,1120,31.5,50,Tyrion Lannister
builder (not explorer),50.1,952,34.6,264,Tyrion Lannister
washed (not muddy),50.1,1296,29.3,47,Tyrion Lannister
stable (not moody),50.2,647,31.3,255,Tyrion Lannister
realistic (not ambitious),50.8,727,34.9,37,Tyrion Lannister
fortunate (not unlucky),50.7,905,32.6,272,Tyrion Lannister
ADHD (not OCD),50.3,745,32.7,37,Tyrion Lannister
vengeful (not forgiving),50.4,986,31.3,271,Tyrion Lannister
impartial (not biased),50.4,407,30.8,204,Tyrion Lannister
white knight (not bad boy),50.4,1192,28.1,51,Tyrion Lannister
main character (not side character),98.3,19,3.6,14,Daenerys Targaryen
driven (not unambitious),97,8,8.8,252,Daenerys Targaryen
persistent (not quitter),96.1,31,10.9,51,Daenerys Targaryen
motivated (not unmotivated),95.9,27,6.6,38,Daenerys Targaryen
fire (not water),95.2,6,16.1,39,Daenerys Targaryen
overachiever (not underachiever),93.5,38,11.6,27,Daenerys Targaryen
bold (not shy),92.3,147,10.4,250,Daenerys Targaryen
captain (not first-mate),92.3,53,17.1,289,Daenerys Targaryen
beautiful (not ugly),92.3,142,11.7,105,Daenerys Targaryen
dominant (not submissive),91.6,100,11.3,266,Daenerys Targaryen
rebellious (not obedient),91.4,104,13.2,244,Daenerys Targaryen
diligent (not lazy),91.1,233,14.3,303,Daenerys Targaryen
bossy (not meek),90.8,110,12.4,296,Daenerys Targaryen
active (not slothful),90.7,102,13.1,253,Daenerys Targaryen
alpha (not beta),90.6,98,16.9,282,Daenerys Targaryen
assertive (not passive),90,77,13.8,248,Daenerys Targaryen
queen (not princess),89.7,79,20.3,43,Daenerys Targaryen
mighty (not puny),89.5,63,15.9,256,Daenerys Targaryen
stubborn (not accommodating),89.1,146,14.4,27,Daenerys Targaryen
demanding (not unchallenging),88.9,141,15.8,34,Daenerys Targaryen
extraordinary (not mundane),88.8,83,18.9,284,Daenerys Targaryen
🤺 (not 🏌),88.7,85,18.3,53,Daenerys Targaryen
workaholic (not slacker),87.8,256,18.8,112,Daenerys Targaryen
important (not irrelevant),87.8,251,20.7,91,Daenerys Targaryen
opinionated (not neutral),87.6,254,15.9,41,Daenerys Targaryen
competitive (not cooperative),87.4,214,18.1,291,Daenerys Targaryen
obsessed (not aloof),87.2,56,18.7,256,Daenerys Targaryen
spicy (not mild),87.2,103,17.8,255,Daenerys Targaryen
